CNTR_ID,TOT_P_2018,TOT_P_2006,GRD_ID,TOT_P_2011,TOT_P_2021
SE,24082,21713,CRS3035RES50000mN3550000E4550000,22748,25729
EL,30129,32305,CRS3035RES50000mN1600000E5450000,29723,27867
SE,784,847,CRS3035RES50000mN3750000E4800000,780,754
DE,458192,421070,CRS3035RES50000mN2850000E4450000,426155,467349
ES,10992,12239,CRS3035RES50000mN2050000E3300000,12594,10511
NL,476329,443344,CRS3035RES50000mN3250000E4000000,463178,493120
FI,21395,22148,CRS3035RES50000mN4350000E5000000,22472,21115
RO,209250,251327,CRS3035RES50000mN2650000E5600000,220725,212779
SE,464,621,CRS3035RES50000mN4550000E4550000,526,439
ES-PT,61485,70383,CRS3035RES50000mN2250000E2850000,67680,60330
ES,6255,7450,CRS3035RES50000mN2200000E3400000,6847,6346
FI,9459,11424,CRS3035RES50000mN4500000E5100000,10809,9239
IS,196,268,CRS3035RES50000mN4750000E2950000,314,0
SE,48,18,CRS3035RES50000mN4900000E4700000,23,41
NO,238,307,CRS3035RES50000mN5250000E4650000,308,252
FI,21,34,CRS3035RES50000mN5050000E5100000,30,18
UK,165,148,CRS3035RES50000mN3850000E3300000,133,0
FR,98476,96876,CRS3035RES50000mN2650000E3750000,101536,94918
EL,14087,13933,CRS3035RES50000mN1750000E5250000,13752,11774
AT-HU-SK,264167,236856,CRS3035RES50000mN2750000E4800000,249264,268538
EL,492,0,CRS3035RES50000mN1650000E6050000,492,584
RO,114543,136688,CRS3035RES50000mN2450000E5350000,128562,114831
ES,5005467,4645869,CRS3035RES50000mN2000000E3150000,4937077,5111763
IT-SI,323391,319139,CRS3035RES50000mN2550000E4550000,325755,316970
FI,1602,1683,CRS3035RES50000mN4200000E5200000,1696,1575
BA-HR,135747,0,CRS3035RES50000mN2450000E4900000,159429,72931
FR,141104,128634,CRS3035RES50000mN2800000E3700000,135003,142964
FR,232843,202399,CRS3035RES50000mN2250000E4000000,216011,239374
BG,79296,87066,CRS3035RES50000mN2350000E5700000,83837,70915
LT-PL,70784,70752,CRS3035RES50000mN3500000E5100000,72361,63628
ES,311095,313517,CRS3035RES50000mN2350000E3200000,317967,313735
SE,43366,43079,CRS3035RES50000mN4250000E4650000,42468,43438
PL,160552,165508,CRS3035RES50000mN3100000E4850000,163251,147206
EL,4147,4096,CRS3035RES50000mN1650000E5600000,4058,3905
NO,2799,3169,CRS3035RES50000mN5350000E5000000,2744,3483
CY,887,0,CRS3035RES50000mN1550000E6400000,867,1098
ES,178613,188696,CRS3035RES50000mN2350000E2750000,184924,179671
DE,470972,454604,CRS3035RES50000mN3400000E4300000,452914,478059
RO-UA,5961,6306,CRS3035RES50000mN2650000E5800000,7114,5908
IT,149613,144073,CRS3035RES50000mN2100000E4700000,145481,143422
IT,236056,233855,CRS3035RES50000mN2300000E4450000,242755,238601
NO-SE,22330,19682,CRS3035RES50000mN3950000E4350000,20728,28366
FI,1670,1712,CRS3035RES50000mN4500000E4850000,1722,1675
FI,41445,43239,CRS3035RES50000mN4350000E5200000,42276,40433
ES,324711,301218,CRS3035RES50000mN2250000E3250000,319815,329991
SE,100828,86606,CRS3035RES50000mN3750000E4600000,92668,104437
ES,77594,56954,CRS3035RES50000mN950000E1950000,69165,83050
FR,684247,647844,CRS3035RES50000mN2450000E3950000,666372,694391
PL-SK,324708,310847,CRS3035RES50000mN2950000E5000000,319383,308687
BG-EL-MK,146239,4182,CRS3035RES50000mN2100000E5350000,145324,2504
EL,56665,60925,CRS3035RES50000mN1650000E5400000,56820,51228
SE,10505,9410,CRS3035RES50000mN4000000E4800000,10011,15334
UK,30146,29231,CRS3035RES50000mN3600000E3400000,30357,0
ES-FR,87438,85514,CRS3035RES50000mN2150000E3650000,88124,89437
SK,290365,293886,CRS3035RES50000mN2850000E4900000,292701,287062
BG,86296,99275,CRS3035RES50000mN2400000E5650000,86814,72277
SE,35194,34752,CRS3035RES50000mN4200000E4550000,34608,35517
BE-FR,458498,435188,CRS3035RES50000mN3000000E3900000,455816,460567
FI,121,143,CRS3035RES50000mN4100000E5050000,141,117
AL-EL,84097,95457,CRS3035RES50000mN1850000E5150000,81790,74880
FR,1890,1808,CRS3035RES50000mN2550000E3400000,1824,1591
RO,322808,345244,CRS3035RES50000mN2700000E5400000,332154,311405
ES,17221,19923,CRS3035RES50000mN2250000E3100000,18792,16579
DE,107658,112704,CRS3035RES50000mN3450000E4450000,106440,114659
NO,382,155,CRS3035RES50000mN4300000E4000000,362,501
DE,652492,612895,CRS3035RES50000mN2800000E4350000,611791,665512
LT-LV,32910,42137,CRS3035RES50000mN3750000E5250000,38804,32346
FI-NO,9323,8578,CRS3035RES50000mN5250000E5050000,8915,9867
IS,112,107,CRS3035RES50000mN4850000E2900000,22,0
NO,1927,2111,CRS3035RES50000mN4550000E4300000,1999,2502
FR,81243,77745,CRS3035RES50000mN2500000E3550000,81527,80171
ES,723212,686233,CRS3035RES50000mN950000E1800000,720622,732148
CH-FR,340041,286866,CRS3035RES50000mN2550000E4050000,311387,347317
IE,592,533,CRS3035RES50000mN3300000E3100000,553,662
FR,126745,126396,CRS3035RES50000mN2950000E3850000,129574,122454
ES,49663,57969,CRS3035RES50000mN2400000E2750000,54918,48989
NO,3301,3372,CRS3035RES50000mN4300000E4150000,3418,3402
BG-RO,162912,195287,CRS3035RES50000mN2400000E5500000,173398,147739
FR-IT,48447,45234,CRS3035RES50000mN2400000E4050000,48464,46954
NO,771,905,CRS3035RES50000mN4250000E4000000,835,2994
UK,107186,104439,CRS3035RES50000mN3350000E3650000,104255,0
ES,276162,224662,CRS3035RES50000mN1600000E3150000,265916,283201
NO-SE,26287,23720,CRS3035RES50000mN4050000E4400000,24596,26466
AL-MK-RS,470983,0,CRS3035RES50000mN2150000E5200000,447876,0
PL,360425,323360,CRS3035RES50000mN3450000E4850000,343427,368695
ES,38739,41423,CRS3035RES50000mN1950000E3450000,42781,38006
LV,1891,2964,CRS3035RES50000mN3850000E5400000,2248,1739
NO,1241,1288,CRS3035RES50000mN5350000E4950000,1250,1404
AL-EL,99292,24504,CRS3035RES50000mN1900000E5150000,99751,19032
RS,64417,0,CRS3035RES50000mN2400000E5250000,71409,0
HR-SI,234963,51576,CRS3035RES50000mN2550000E4750000,245406,227590
FR,191945,180003,CRS3035RES50000mN2450000E3550000,189731,192273
FR-IT,12875,12017,CRS3035RES50000mN2350000E4050000,13300,12341
NO-SE,1902,2038,CRS3035RES50000mN4250000E4400000,2011,1907
FR,53417,53782,CRS3035RES50000mN2200000E3650000,55262,52471
LT,576278,486035,CRS3035RES50000mN3600000E5250000,564389,578927
EE,4216,4910,CRS3035RES50000mN4050000E5300000,4159,3567
IS,123,48,CRS3035RES50000mN4950000E3150000,73,0
NO,68381,63191,CRS3035RES50000mN4000000E4250000,65535,69969
IT,151495,164202,CRS3035RES50000mN2050000E4700000,156858,142987
UK,120821,100991,CRS3035RES50000mN3850000E3550000,115672,0
LV,52262,61822,CRS3035RES50000mN3800000E5250000,58520,50938
FI-NO,286,248,CRS3035RES50000mN5150000E4950000,254,279
ES,18664,19030,CRS3035RES50000mN2450000E2900000,19710,17767
DE,1217121,1167252,CRS3035RES50000mN2850000E4200000,1150677,1223565
CH,1296461,1108805,CRS3035RES50000mN2650000E4200000,1192591,1326587
NO,3840,3617,CRS3035RES50000mN4250000E4150000,3675,3768
UK,42676,38897,CRS3035RES50000mN3650000E3550000,42505,0
BA-HR,92896,0,CRS3035RES50000mN2250000E4850000,92200,88219
FR,399122,373146,CRS3035RES50000mN2750000E3700000,385096,410135
FR,183620,174815,CRS3035RES50000mN2950000E3700000,180812,184048
PL,203566,200494,CRS3035RES50000mN3450000E4700000,204526,194243
HU,128720,147765,CRS3035RES50000mN2650000E5100000,137908,122378
IT,251127,233992,CRS3035RES50000mN2000000E4550000,235573,248201
EL,2999,2539,CRS3035RES50000mN1850000E5550000,2994,2578
AT-IT-SI,107703,107260,CRS3035RES50000mN2550000E4600000,109614,109907
NO,116,96,CRS3035RES50000mN5350000E4800000,93,204
EL,96962,97596,CRS3035RES50000mN1950000E5300000,97245,84617
NO,4681,4553,CRS3035RES50000mN4000000E4100000,4633,4935
IT,21208,20959,CRS3035RES50000mN2150000E4300000,20600,20707
FR,116086,111240,CRS3035RES50000mN2450000E3800000,115209,115552
RS,1244877,0,CRS3035RES50000mN2450000E5100000,1282001,0
FR,187196,182938,CRS3035RES50000mN2250000E3500000,188134,188946
IS,719,464,CRS3035RES50000mN4950000E3000000,229,0
IT,96313,97720,CRS3035RES50000mN2350000E4300000,96885,93987
FR,477667,418885,CRS3035RES50000mN2250000E3800000,439954,503909
NO,299,257,CRS3035RES50000mN5150000E4800000,285,279
SE,11543,11563,CRS3035RES50000mN4250000E4700000,11112,13485
DE,240363,254496,CRS3035RES50000mN2950000E4100000,243545,239852
IT,230902,214845,CRS3035RES50000mN2100000E4450000,222098,225800
FI,271041,238853,CRS3035RES50000mN4300000E5050000,252688,274438
IT,68652,69358,CRS3035RES50000mN1850000E4250000,70111,65782
HR,73432,0,CRS3035RES50000mN2300000E4700000,72644,67441
FR,391163,382052,CRS3035RES50000mN3050000E3750000,390256,385315
ES,10500,12078,CRS3035RES50000mN2050000E3250000,11867,10123
UK,501,314,CRS3035RES50000mN4200000E3650000,510,0
IT,885219,844378,CRS3035RES50000mN2500000E4450000,876289,876405
SE,35514,33954,CRS3035RES50000mN4700000E4850000,34373,39236
EE,26053,30253,CRS3035RES50000mN4100000E5300000,27130,24881
RO,77429,95822,CRS3035RES50000mN2600000E5650000,90848,81376
HU,220707,222390,CRS3035RES50000mN2650000E4900000,223007,224693
ES,14929,12375,CRS3035RES50000mN1900000E3750000,14678,14342
BG-EL-TR,40800,47664,CRS3035RES50000mN2200000E5650000,41435,35110
FR,176461,165476,CRS3035RES50000mN2650000E3950000,172930,177131
FR,494522,448922,CRS3035RES50000mN2800000E3450000,465338,512851
PL,296282,299259,CRS3035RES50000mN3150000E4950000,297814,279200
PL-UA,178888,181441,CRS3035RES50000mN3000000E5200000,182083,161223
UK,14399,14341,CRS3035RES50000mN3800000E3400000,14377,0
FI,75,98,CRS3035RES50000mN5050000E5050000,89,71
DE,297104,288342,CRS3035RES50000mN2850000E4500000,284579,301283
IE,10359,9366,CRS3035RES50000mN3600000E3000000,10814,10425
FR,316374,275499,CRS3035RES50000mN2750000E3400000,292295,342221
FR,562184,526838,CRS3035RES50000mN2250000E3950000,543781,580321
HU,113962,131140,CRS3035RES50000mN2700000E5100000,121109,108872
DK-SE,368076,333039,CRS3035RES50000mN3650000E4450000,346467,380476
DE,1246,0,CRS3035RES50000mN3450000E4150000,1406,1284
FR,43251,43243,CRS3035RES50000mN2550000E3700000,44898,41567
NL,219291,221812,CRS3035RES50000mN3300000E3950000,221911,224894
HU-RO,87705,97326,CRS3035RES50000mN2700000E5150000,92152,83065
SE,1541,1351,CRS3035RES50000mN3950000E4750000,1274,2436
ES,1012132,904089,CRS3035RES50000mN1600000E3000000,979370,1048508
BY-LT,41061,50493,CRS3035RES50000mN3550000E5250000,45492,39592
DK,70163,76804,CRS3035RES50000mN3700000E4200000,74706,69818
ES-PT,35829,44225,CRS3035RES50000mN2050000E2850000,40383,35020
CH-FR,711225,560166,CRS3035RES50000mN2600000E4050000,632303,730631
FI,3607,4989,CRS3035RES50000mN4650000E5100000,4317,3507
IT,616,2313,CRS3035RES50000mN2000000E4950000,610,869
UK,284279,280248,CRS3035RES50000mN3400000E3400000,281820,0
ES,232530,223414,CRS3035RES50000mN1650000E3300000,238652,231631
CY,140079,0,CRS3035RES50000mN1650000E6450000,134656,149643
AT-CZ,136511,136058,CRS3035RES50000mN2850000E4650000,134300,136548
NO,4621,4070,CRS3035RES50000mN4050000E4000000,4567,9147
EL,15497,15723,CRS3035RES50000mN1600000E5700000,12833,10176
NO,6333,5814,CRS3035RES50000mN4350000E4300000,6049,6312
ES,345247,306244,CRS3035RES50000mN2050000E3100000,339845,356359
BG,613004,646177,CRS3035RES50000mN2200000E5500000,619058,556854
NO-SE,89,130,CRS3035RES50000mN4500000E4450000,103,90
DE,181514,199183,CRS3035RES50000mN3250000E4450000,185454,180685
FR,89505,84021,CRS3035RES50000mN2700000E3950000,88158,87316
ES,1260475,1217625,CRS3035RES50000mN1700000E2900000,1262823,1266169
PL,133588,135683,CRS3035RES50000mN3300000E5100000,136622,127119
ES,278081,237638,CRS3035RES50000mN1600000E2950000,266522,297738
UK,107351,102919,CRS3035RES50000mN3350000E3400000,104600,0
PT,13328,14234,CRS3035RES50000mN2300000E1300000,13771,12414
IT,1831,2229,CRS3035RES50000mN1500000E4500000,1758,1721
PT,12124,13462,CRS3035RES50000mN1500000E1750000,12996,12383
FI,978,1202,CRS3035RES50000mN4950000E5000000,1112,959
DE,83726,97127,CRS3035RES50000mN3350000E4550000,88273,81438
UK,819351,774216,CRS3035RES50000mN3100000E3500000,797162,0
ES,112288,111606,CRS3035RES50000mN2150000E3350000,114885,113546
ES,31261,33578,CRS3035RES50000mN1950000E3200000,34323,32469
SE,7464,7668,CRS3035RES50000mN4700000E4700000,7491,7232
FI,3347,4201,CRS3035RES50000mN4700000E5100000,3824,3149
NO-SE,851,853,CRS3035RES50000mN5050000E4650000,859,833
UK,11712,10348,CRS3035RES50000mN3300000E3250000,11303,0
DE,223761,255835,CRS3035RES50000mN3100000E4400000,233328,218083
BA-HR,82234,0,CRS3035RES50000mN2300000E4850000,91925,41444
CZ,173484,171777,CRS3035RES50000mN2900000E4650000,171667,169139
PL,225025,228577,CRS3035RES50000mN3050000E5050000,230507,206050
AT-IT-SI,244529,236829,CRS3035RES50000mN2600000E4600000,239070,249555
FI,23561,26404,CRS3035RES50000mN4400000E4950000,25274,23070
IS,1061,539,CRS3035RES50000mN5050000E3050000,795,0
RO,162689,209245,CRS3035RES50000mN2500000E5400000,179259,159869
ES,7855,9959,CRS3035RES50000mN1900000E3050000,9186,7386
ES,740155,665221,CRS3035RES50000mN1700000E3300000,725565,763660
SE,5306,5665,CRS3035RES50000mN4600000E4600000,5441,5063
FI,3564,3723,CRS3035RES50000mN5150000E5000000,3528,3525
CZ,381431,376879,CRS3035RES50000mN2950000E4800000,378521,381417
NO-SE,4333,4558,CRS3035RES50000mN4500000E4400000,4434,4273
IE-UK,68918,61460,CRS3035RES50000mN3600000E3150000,65145,15747
MD-RO,45488,53483,CRS3035RES50000mN2900000E5550000,49956,47783
SE,7104,6713,CRS3035RES50000mN4300000E4700000,6785,7535
FI,20752,21475,CRS3035RES50000mN4400000E5200000,21546,20217
RO,2136701,2108252,CRS3035RES50000mN2500000E5550000,2157661,2080765
UK,37494,37777,CRS3035RES50000mN3500000E3500000,37171,0
RO,275641,301665,CRS3035RES50000mN2800000E5300000,277532,266848
CZ-DE,167073,168614,CRS3035RES50000mN2900000E4500000,165415,166021
AT-HR-SI,372661,361932,CRS3035RES50000mN2600000E4750000,375998,378235
SE,88994,76673,CRS3035RES50000mN4050000E4700000,81535,93840
FI,4153,4544,CRS3035RES50000mN4300000E5300000,4608,4116
IS,2188,3072,CRS3035RES50000mN4950000E2800000,3175,0
UK,93681,92853,CRS3035RES50000mN3250000E3750000,90975,0
HR-SI,132271,117590,CRS3035RES50000mN2500000E4700000,132590,134316
ES,16325,19592,CRS3035RES50000mN2150000E3200000,18500,15616
ES,198118,207533,CRS3035RES50000mN2300000E2850000,203251,195963
BG-TR,63,35,CRS3035RES50000mN2250000E5800000,46,58
SE,120522,113461,CRS3035RES50000mN3900000E4450000,114827,121460
HR-HU-RS,116828,28395,CRS3035RES50000mN2550000E5000000,122959,25662
IT,815192,777392,CRS3035RES50000mN2250000E4400000,787548,792469
EL,88907,102798,CRS3035RES50000mN1800000E5250000,85237,75788
IE,73260,69298,CRS3035RES50000mN3400000E3000000,74419,76514
FR,42484,43177,CRS3035RES50000mN2700000E3800000,44710,40532
SK,353851,360626,CRS3035RES50000mN2900000E4950000,353975,355056
AT,61968,61081,CRS3035RES50000mN2650000E4500000,60415,62185
PL,144952,144848,CRS3035RES50000mN3350000E4950000,147732,133557
EL,18,0,CRS3035RES50000mN1900000E5600000,0,0
FI,46349,45737,CRS3035RES50000mN4450000E5100000,47437,45682
RO-RS,87308,14761,CRS3035RES50000mN2500000E5150000,82426,15799
FR,166189,166339,CRS3035RES50000mN2800000E4050000,170740,161461
LT,24063,25068,CRS3035RES50000mN3600000E5000000,27083,25868
BY-PL,1759,2045,CRS3035RES50000mN3350000E5250000,1811,1541
BE-NL,974997,895640,CRS3035RES50000mN3100000E3950000,937754,992310
SK,525087,503745,CRS3035RES50000mN2900000E5100000,517334,512520
IT,579686,549007,CRS3035RES50000mN2400000E4350000,568199,569680
UK,16969,16266,CRS3035RES50000mN3900000E3600000,17050,0
SE,7,7,CRS3035RES50000mN4050000E4850000,7,6
EL,740,194,CRS3035RES50000mN1550000E5500000,587,612
DE-DK,64603,68016,CRS3035RES50000mN3500000E4200000,65566,65981
AT,107273,113421,CRS3035RES50000mN2650000E4650000,110080,105713
BA-HR,68389,0,CRS3035RES50000mN2200000E4950000,68146,55831
SE,1156,1169,CRS3035RES50000mN4300000E4450000,1165,1143
FR,86350,85984,CRS3035RES50000mN2850000E3600000,88521,82834
FR,196729,188504,CRS3035RES50000mN2550000E3850000,197792,195670
RS,144832,0,CRS3035RES50000mN2400000E5200000,155712,0
PL,184645,178971,CRS3035RES50000mN3350000E4800000,184682,176807
NO,1602,1552,CRS3035RES50000mN4050000E4150000,1631,1626
AL-EL-MK,92072,80848,CRS3035RES50000mN2000000E5250000,89926,64996
FR,312177,289855,CRS3035RES50000mN2400000E3900000,299513,320618
IT,172446,178795,CRS3035RES50000mN2500000E4150000,178613,164753
NO,318943,259757,CRS3035RES50000mN3950000E4050000,289998,368991
FR,66979,63017,CRS3035RES50000mN2400000E3650000,66237,67138
PL,22940,24145,CRS3035RES50000mN3500000E4900000,24779,22007
EL,55,29,CRS3035RES50000mN1750000E5650000,5,9
ES,169734,160649,CRS3035RES50000mN2050000E3550000,174735,173797
LV,145411,165441,CRS3035RES50000mN3850000E5150000,144511,144035
FI,559,660,CRS3035RES50000mN5050000E4900000,613,542
MK-RS,307072,0,CRS3035RES50000mN2200000E5250000,270965,0
IT,205853,203867,CRS3035RES50000mN2300000E4150000,207909,199582
FI-NO,109,150,CRS3035RES50000mN5250000E4900000,134,105
FR,106973,99224,CRS3035RES50000mN2250000E3550000,105260,107092
AL-ME,24906,0,CRS3035RES50000mN2100000E5050000,21567,0
MK,96437,0,CRS3035RES50000mN2100000E5300000,100226,0
AD-ES-FR,29155,99329,CRS3035RES50000mN2150000E3600000,100634,29868
SE,19695,19606,CRS3035RES50000mN5000000E4750000,19446,19332
IS,0,92,CRS3035RES50000mN4750000E3150000,1,0
IT,314207,307781,CRS3035RES50000mN2000000E4800000,312746,304172
LT-LV,40918,56808,CRS3035RES50000mN3750000E5200000,48644,40505
HR,21225,0,CRS3035RES50000mN2350000E4750000,24450,20853
IT,66901,66357,CRS3035RES50000mN1800000E4800000,67811,63744
LT,34547,57117,CRS3035RES50000mN3650000E5150000,39395,31731
NO,12416,12285,CRS3035RES50000mN4200000E4250000,12382,12339
SE,38,26,CRS3035RES50000mN3650000E4700000,30,38
FR,240126,221406,CRS3035RES50000mN2550000E3450000,233052,246938
FR,516019,461245,CRS3035RES50000mN2500000E4000000,482982,538735
ES,54192,50981,CRS3035RES50000mN2100000E3750000,53932,55237
EL,2791,2221,CRS3035RES50000mN1650000E5850000,2777,3023
FR-IT,29820,34969,CRS3035RES50000mN2000000E4250000,27604,29036
NO,9390,9821,CRS3035RES50000mN4350000E4050000,10143,14910
ES,110536,112706,CRS3035RES50000mN2000000E2950000,113794,109600
HR,3545,0,CRS3035RES50000mN2200000E4800000,3489,3311
IT,177317,177166,CRS3035RES50000mN1950000E4750000,181343,168118
SE,70234,67282,CRS3035RES50000mN3600000E4550000,67835,70882
BY-LT-LV,3486,5960,CRS3035RES50000mN3700000E5350000,4491,3434
FR,47410,45899,CRS3035RES50000mN2300000E4000000,47568,48017
CH-IT,129703,130674,CRS3035RES50000mN2550000E4300000,130636,125988
ME-RS,91141,0,CRS3035RES50000mN2250000E5100000,100340,0
FR,129552,123294,CRS3035RES50000mN2650000E3500000,128417,129258
SE,24759,24612,CRS3035RES50000mN3950000E4600000,23988,25075
FR,240200,217049,CRS3035RES50000mN2450000E3500000,230207,244987
IT,274738,274180,CRS3035RES50000mN2150000E4600000,275089,263744
SE,1389,1421,CRS3035RES50000mN3850000E4850000,1357,1340
NO,7507,7759,CRS3035RES50000mN4200000E4100000,7697,7458
BG,1348710,1259564,CRS3035RES50000mN2250000E5400000,1314976,1249894
PT,1120233,1171633,CRS3035RES50000mN2150000E2750000,1155977,1130354
IT,37977,39249,CRS3035RES50000mN1650000E4850000,38459,36061
IS,0,49,CRS3035RES50000mN4750000E3000000,0,0
AT,2013226,1783932,CRS3035RES50000mN2800000E4750000,1840496,2037800
BG-RO,43695,46314,CRS3035RES50000mN2450000E5800000,44344,40529
DE,290121,284311,CRS3035RES50000mN3350000E4250000,282821,296744
FR,153814,144258,CRS3035RES50000mN2850000E3350000,150765,155698
HU-SK,209381,232326,CRS3035RES50000mN2800000E5050000,220837,201309
EE,7810,9214,CRS3035RES50000mN4150000E5200000,7856,7282
DE,743438,755986,CRS3035RES50000mN3200000E4300000,727379,743602
EL,40624,42057,CRS3035RES50000mN1850000E5400000,36792,30717
NO,0,1,CRS3035RES50000mN5150000E4550000,0,0
EL,101027,102387,CRS3035RES50000mN2100000E5600000,99262,91982
EL,22403,19895,CRS3035RES50000mN1700000E5600000,21091,21429
SE,70027,69571,CRS3035RES50000mN4000000E4550000,68189,69717
NO,9636,9153,CRS3035RES50000mN4700000E4400000,9296,20268
CZ,347518,322225,CRS3035RES50000mN2950000E4550000,340860,354295
BE-DE,138261,143111,CRS3035RES50000mN3000000E4050000,140487,138753
DK,2612,2797,CRS3035RES50000mN3750000E4350000,2714,2568
IS,124,134,CRS3035RES50000mN5100000E2800000,77,0
PL,769186,812358,CRS3035RES50000mN3050000E4900000,785798,710767
BG,161249,179622,CRS3035RES50000mN2250000E5550000,166455,148176
HU,1389897,1281556,CRS3035RES50000mN2750000E5000000,1354085,1350882
AT-CZ-DE,465707,434405,CRS3035RES50000mN2800000E4600000,439259,469377
SE,8681,9649,CRS3035RES50000mN4350000E4600000,8846,8483
FR,252895,241318,CRS3035RES50000mN2900000E3800000,246380,250292
FR,386541,371566,CRS3035RES50000mN2900000E3250000,381789,409119
FR,156944,151185,CRS3035RES50000mN2700000E3550000,156543,153072
PL,93757,94671,CRS3035RES50000mN3400000E5000000,97366,89204
AT-CH-IT,49155,48224,CRS3035RES50000mN2600000E4350000,48728,49719
UK,2763,2879,CRS3035RES50000mN3900000E3300000,2652,0
SE,833,1033,CRS3035RES50000mN4800000E4750000,900,727
IT,17260,15118,CRS3035RES50000mN1950000E4600000,16183,17159
RO,67896,73300,CRS3035RES50000mN2600000E5200000,69062,68091
FI,0,19,CRS3035RES50000mN4200000E5250000,19,9
FR,54879,55257,CRS3035RES50000mN2750000E3850000,56899,52472
BE-FR,73672,72758,CRS3035RES50000mN2900000E3950000,75456,70748
UK,430691,395614,CRS3035RES50000mN3150000E3400000,405446,0
DE,274032,280840,CRS3035RES50000mN2950000E4400000,273359,273604
ES,28942,33903,CRS3035RES50000mN1800000E2950000,31198,28470
DE,167265,197421,CRS3035RES50000mN3150000E4550000,178258,161925
FI,23658,21206,CRS3035RES50000mN4750000E5000000,23392,23511
CZ,1528467,1301339,CRS3035RES50000mN3000000E4600000,1488904,1548583
UK,3509947,3176264,CRS3035RES50000mN3300000E3500000,3330700,0
IE,26209,24305,CRS3035RES50000mN3350000E2950000,25586,28025
SE,5092,5304,CRS3035RES50000mN4400000E4500000,5128,5223
DE,336113,339451,CRS3035RES50000mN2900000E4250000,329230,340403
SE,5599,6046,CRS3035RES50000mN4500000E4700000,5651,5358
PL,249327,258836,CRS3035RES50000mN3100000E5100000,257532,228365
FI,985,1453,CRS3035RES50000mN4900000E5100000,1241,948
RO-UA,62219,70324,CRS3035RES50000mN2850000E5350000,62072,58127
HR,79197,0,CRS3035RES50000mN2500000E4850000,90319,74648
IT,107895,114784,CRS3035RES50000mN1650000E4700000,112474,103658
NO,656,782,CRS3035RES50000mN4950000E4550000,750,660
PT,4228,4837,CRS3035RES50000mN2550000E1150000,4391,4090
PL,2257017,2132201,CRS3035RES50000mN3250000E5050000,2171662,2384834
NO-SE,127,172,CRS3035RES50000mN4650000E4500000,134,121
ES,19205,23503,CRS3035RES50000mN1750000E3200000,21785,18892
FI-SE,7308,8882,CRS3035RES50000mN4850000E4900000,8095,6994
UK,233907,213011,CRS3035RES50000mN3100000E3250000,216486,0
PT,29904,34039,CRS3035RES50000mN1950000E2750000,32392,28149
DE-NL,236597,246663,CRS3035RES50000mN3350000E4100000,239989,234396
ES,12809,15410,CRS3035RES50000mN1900000E3300000,14829,12540
FI,275548,254176,CRS3035RES50000mN4200000E4950000,261754,280340
ES,159272,165581,CRS3035RES50000mN1700000E3050000,169459,158001
FR,47549,47392,CRS3035RES50000mN3000000E3600000,48745,49147
SE,3787,4082,CRS3035RES50000mN4650000E4650000,3836,3693
NO,10585,10286,CRS3035RES50000mN4600000E4350000,10165,14955
SE,151,172,CRS3035RES50000mN4800000E4600000,143,169
ES-PT,19743,21415,CRS3035RES50000mN1800000E2800000,21245,18936
MD-RO,6220,8543,CRS3035RES50000mN2750000E5700000,7540,7027
UK,0,27,CRS3035RES50000mN3450000E3300000,22,0
FI,3473,4381,CRS3035RES50000mN4600000E5200000,3961,3348
PT,5615,5548,CRS3035RES50000mN2250000E1250000,5552,5406
IE,133766,117016,CRS3035RES50000mN3400000E3150000,128948,141051
DE,524939,539696,CRS3035RES50000mN3050000E4350000,521924,520925
BE-FR,807444,766391,CRS3035RES50000mN3100000E3800000,790412,816104
RO,152965,192365,CRS3035RES50000mN2700000E5550000,169445,166044
ES,519761,493141,CRS3035RES50000mN1650000E2850000,524023,522072
PT,231748,216099,CRS3035RES50000mN1950000E2600000,223069,234981
IT,198227,200634,CRS3035RES50000mN1850000E4850000,198146,186501
DE-FR,618138,607558,CRS3035RES50000mN2850000E4150000,601081,624577
PL,123630,127397,CRS3035RES50000mN3300000E5150000,128327,114726
AT-DE-IT,327084,290676,CRS3035RES50000mN2650000E4400000,300815,329015
FI,6622,8296,CRS3035RES50000mN4900000E5050000,7429,6467
SE,819,1082,CRS3035RES50000mN4500000E4500000,972,842
ES,1643,2109,CRS3035RES50000mN1050000E1750000,2416,1787
FR,107935,103092,CRS3035RES50000mN2450000E3600000,108307,107058
FR,114569,114360,CRS3035RES50000mN2850000E3500000,117927,111879
AL-RS,151927,0,CRS3035RES50000mN2150000E5150000,147323,0
EL,1336,1446,CRS3035RES50000mN1650000E5750000,1253,1115
NO,533,594,CRS3035RES50000mN4900000E4400000,616,1347
ES-PT,92885,108554,CRS3035RES50000mN2250000E2800000,102606,93271
UK,16631,16123,CRS3035RES50000mN3800000E3350000,16544,0
ES,64110,60879,CRS3035RES50000mN1950000E3250000,65981,63598
DE,255562,285883,CRS3035RES50000mN3100000E4350000,260947,249175
RO-RS,191486,200195,CRS3035RES50000mN2450000E5300000,200247,158782
FR,640,629,CRS3035RES50000mN2650000E3350000,629,744
SE,293137,257695,CRS3035RES50000mN3850000E4400000,271642,313628
IT,331500,306606,CRS3035RES50000mN2400000E4250000,329640,327748
IT,290407,291239,CRS3035RES50000mN2150000E4500000,291066,279221
SE,196697,168767,CRS3035RES50000mN4000000E4600000,180106,201401
IT,147420,153326,CRS3035RES50000mN2250000E4500000,151979,141308
