x,y,pop
4750,1900,155016
4700,5150,6138
3750,2800,280047
2900,2150,26615
5750,2350,29103
4250,4250,5355
5150,2550,424046
3550,2950,219223
4100,2700,1108405
4500,3750,27461
4950,2250,0
5450,2100,79733
4050,2850,194859
4600,1700,787
5000,3650,248592
3000,2300,38120
4900,5000,2441
4050,3900,27072
3600,2100,208351
5150,3600,52774
4750,2100,4223
5200,3700,127538
4250,4450,9318
3650,2450,161186
3850,2500,374286
4200,2400,364997
5700,1650,4654
5200,3500,31310
3650,2650,109979
4650,3750,25821
5250,2250,0
4150,2550,102537
4750,1700,21581
4550,2250,361855
5300,3900,28519
5100,2000,0
3700,2500,43746
3150,2300,52396
4250,3800,2
3700,2300,42591
5800,1800,77
4600,2100,216779
3400,2700,572433
3450,3900,0
5150,4050,29963
4500,2400,15147
5100,2200,0
3200,2850,16892
5350,3750,27623
5050,2350,0
3750,2150,53024
5750,1900,4282
5050,2150,0
4000,2550,1051002
5350,4600,24
4200,1750,293407
4600,5000,9102
5100,5350,2196
3750,3000,321783
2900,5050,0
3200,3500,202878
3950,2200,551357
4950,3100,418652
5050,4350,19276
4100,2900,780855
3050,2150,383135
3150,3650,68863
4850,4750,103131
5650,2650,207098
4900,2600,148552
4450,2550,133915
5300,4550,8749
5050,5000,404
5700,2500,98558
3350,3500,0
4300,4300,1839
3100,2000,1173503
5100,4200,1176284
4700,3400,89383
4150,3400,6855
4400,3600,201351
4450,3200,88666
3200,3050,0
5450,2300,68314
5250,3100,103733
4650,2400,19645
4800,3100,1018889
4200,3750,33498
2800,2000,61554
4900,4150,1331
3950,3350,1855
3250,2000,7499
3000,1650,130977
4250,1800,63549
5150,2750,353065
3400,3850,0
4750,3250,944784
4700,2750,110811
3900,2850,125171
4500,3550,77472
4950,2450,72706
5500,2650,127820
5000,4500,16983
1300,2350,9144
4800,4900,1515
3150,1650,60935
3450,1900,345257
2850,4750,0
4550,4700,1091
5050,4800,3144
4450,4550,390
3450,3450,0
3250,1800,185612
4600,3250,168475
5350,2600,169413
3500,3550,0
5100,3350,127325
4850,2750,366016
4700,1400,480275
5200,3050,244328
4650,4400,4010
3300,3200,0
4100,3100,2534795
5150,4750,1117
4400,3150,285030
3600,3250,0
3050,5000,0
3550,3150,0
2750,1700,114161
5200,4850,523
4250,3100,604581
4800,2900,564024
3350,1750,676671
5050,3000,455789
3050,1950,127700
4400,4950,2298
4950,4450,88485
3900,3050,2339669
3450,3200,0
4700,4750,212
3400,1850,1868858
5600,2800,518019
2900,1750,100529
3450,3350,0
3700,3150,0
2600,1900,90221
4400,2600,210516
5150,3350,92816
5750,1600,1
4950,3750,67172
5300,2400,47343
3250,1900,19939
4850,1800,278429
4250,3550,192203
3550,4050,0
5200,2800,187006
4350,3150,278214
4500,4550,732
4450,5000,18063
5150,4500,8818
4950,2500,179218
4500,2200,420660
2750,5000,0
3500,2800,208895
5050,2600,112712
5250,4050,21332
5050,4950,1431
5200,1750,4546
3600,3500,0
4600,4100,48162
3700,2050,208443
3350,3850,0
4500,3300,108737
5150,2250,0
4400,3700,136
5250,4100,18399
5300,3650,32440
4950,2650,158215
5200,3900,52299
2800,2100,222353
4850,2900,411010
4500,3450,132946
4600,4150,126679
4600,4050,39799
3600,2300,1226485
5150,2100,0
3600,2400,99812
4600,5200,111
3700,3250,0
4150,2950,982914
5300,4600,9187
5150,3200,394761
5200,2750,144624
4850,1900,113237
3600,2550,287151
4150,3900,19701
5050,2750,194122
5300,2300,0
5150,4600,18461
4400,4800,4785
5300,2350,15842
5150,3450,74069
3450,2300,265641
5050,2500,3855
5300,2550,48652
5050,3900,971
5150,4450,15267
5050,3700,77069
4250,2450,3426016
3450,2100,15678
3450,2350,104075
4950,4950,1031
4400,3650,30884
4350,4150,133842
5200,1800,6125
4300,2950,556432
4350,4300,3639
3350,1650,93999
3450,3500,0
2650,2050,412
4250,3650,209185
3550,4000,0
5750,1700,3202
4150,2700,679074
4250,3400,276748
3350,2800,307066
5050,3950,17693
5300,4500,92994
4350,3300,165881
3500,3850,0
3700,3300,0
5050,4700,116890
4250,2600,119419
4500,3500,5192
5050,2850,162351
4250,2200,1452
2800,2050,109077
3450,2400,47811
5750,1450,46375
5300,2650,45937
4850,2850,262494
2700,1750,102752
5200,1950,1328
4600,4200,5742
4500,2050,3197021
4300,2800,662459
4500,2450,199156
4500,2350,51750
4950,2400,0
5300,2250,648
3700,2150,248126
5750,2550,43611
4500,3200,160234
5300,3750,99220
3350,3550,0
4500,4600,789
3250,2850,270700
3500,3900,0
4600,5150,6042
3400,1800,462843
3450,3650,0
4500,3050,741431
4500,4850,2154
3500,3750,0
5050,3450,125707
3250,1600,33353
4600,3050,364806
3500,2500,94924
3250,3950,0
4250,2300,17237
4250,2700,933341
3250,1850,49423
3500,2900,173339
4500,2100,585931
5300,3800,29264
4250,2150,114006
5150,4550,23384
4350,4000,261506
5050,3600,46200
5150,4150,286
3350,1700,502399
3700,2200,318499
4150,1850,30691
5150,4300,152878
5200,1700,21828
5050,2450,19
4250,3700,153027
5100,2950,165169
4250,2550,114929
4350,4400,3003
3450,2000,27575
4250,3950,33984
4500,2500,666579
3500,2750,434491
5050,3850,28650
4350,4250,2973
4400,4750,17202
3450,2250,113348
4350,4650,270
3450,3400,0
4250,3300,323120
5200,2450,19997
3150,1950,174238
4400,2200,119871
5250,2150,0
2900,3350,2824
3450,3750,0
3550,3300,0
5650,2800,63087
5050,4550,11940
3350,2200,56644
4350,2350,706662
4500,4950,3906
4700,5200,8232
5150,4900,1699
5300,2000,116890
5300,1600,0
5050,2200,0
4500,4150,7786
4400,3400,154509
4350,3550,162571
3000,2250,203020
3800,3150,45692
3350,3300,0
1650,1000,175070
3700,2450,82781
5750,2400,400910
2900,2250,14376
5750,2300,49124
5650,1700,14514
4500,3850,52162
3550,2200,26023
4350,2450,853065
3350,3450,0
4450,3050,515826
5150,3800,738801
2700,1800,26629
5250,4400,10527
2700,1900,37414
5250,4500,11655
4400,2300,540557
5200,2350,0
4300,3750,301474
3550,3400,0
4400,2900,596804
3000,2100,237658
2000,1000,139675
4200,1800,251820
5300,1700,98527
5250,3400,21
4500,3600,704241
3450,2700,548438
4150,2350,232328
3800,3050,2159051
4250,4400,7284
2900,2000,49742
3000,2350,330340
4700,3000,404276
4300,2700,464417
3650,4150,0
4850,2450,24823
5400,2200,77934
3350,1800,122263
4600,4500,2558
4250,2850,1767273
5200,3550,103868
4150,1950,144497
5150,4200,283965
5100,2850,152215
4500,5100,1659
3400,2900,124331
4400,4400,689
5400,2450,378171
4700,4000,62515
5050,3300,667523
5300,2700,138278
3000,3350,79087
4400,4650,6195
4850,4800,4559
2800,4850,0
4350,4550,22389
3500,3600,0
5150,3100,216619
4450,4050,40374
4950,3500,35711
4250,4500,13872
4400,2450,825560
3400,1900,259534
3600,2650,91828
4500,3150,165419
3000,2000,33351
4900,1900,4689
3100,5050,0
3550,3550,0
3250,3650,1256
5300,4150,78483
1100,2550,10471
3350,3200,0
4600,4750,413
3600,3400,0
3250,1750,76179
5150,2800,267850
3500,1950,99082
3550,2300,88657
3650,3150,0
5150,2350,0
5250,4750,38
6450,1600,47381
5750,2650,583
4950,2750,562089
3700,3000,168139
5150,2000,0
4250,4050,19254
5200,2200,0
4350,2200,149803
4500,4700,1234
4350,2100,1322
5150,3900,19869
4150,3350,403963
2800,2400,473162
3150,1700,40461
5050,4400,20503
4700,4350,62258
4350,3200,550327
3350,2100,61080
4400,2550,415575
4600,3650,90513
4250,1750,70314
3950,2750,77489
5200,2900,68647
3350,2350,2934
4500,4000,115412
3000,5000,0
4500,4250,65
4950,3050,1534051
4350,3450,95786
4700,5100,1311
4400,3300,86227
5050,4650,5483
4600,2400,95896
3350,3900,0
4200,3900,127506
4950,4600,12643
4450,4150,2120
4400,3550,227091
2850,5100,0
5400,2300,131986
4500,5000,23295
4950,4850,1161
5200,3450,21754
4200,2900,1729903
5400,2550,160301
4150,2800,966782
4700,4100,168827
5300,1850,66453
3950,2500,302156
4600,3400,72066
3350,2900,233846
5250,2550,73199
5100,3650,49994
5550,2850,240169
4000,3100,922983
3500,2050,58539
3550,3700,0
3650,2100,223887
3250,3400,21287
4750,2650,215735
3500,3200,0
4700,4400,43680
5500,2350,95645
5100,4800,1483
5250,3700,63364
4750,4900,15173
4850,2200,10789
4450,3500,20568
4950,5250,741
5200,2050,0
5200,3200,134648
4200,2750,548019
3650,3200,0
3100,2150,79087
4050,2500,90220
4700,3300,66819
1950,1000,26290
5250,3650,50214
5050,5350,0
4150,3100,664233
3550,2600,90248
3300,1850,38661
5100,4750,5560
4000,4200,3423
3100,3400,82951
4450,4600,1254
4050,2450,48717
4200,3850,101553
3250,2300,1158130
3850,2850,82180
2950,1950,23145
4350,2750,439956
2950,5000,0
4300,3500,108003
4750,2700,157963
4850,3250,251661
4150,4200,16935
4850,4400,1840
3150,4900,0
4900,2950,619936
5650,2500,193653
3650,2050,4468584
2800,1950,52634
5350,4550,4286
3400,3700,0
2800,1700,254404
3100,2300,19359
4600,1550,132367
5150,1950,0
4800,4150,245
4300,3350,2594889
3850,2900,350761
4850,4650,15513
2800,5000,0
3900,3100,2361176
5100,2600,271623
4400,3000,272724
3450,2950,75547
5200,3150,166656
3050,1800,51279
5400,2850,505
3250,3250,0
5650,2350,154753
4700,3250,139911
4500,2800,235530
4950,4150,13227
5200,4300,66603
5200,4550,27124
4550,3000,273554
4750,1550,358747
5000,1950,235496
3700,2900,907946
5250,2600,41015
4700,4650,1606
4950,5000,3171
4800,1950,161308
4150,4150,2589
5100,3400,138432
2950,1700,130658
5500,2500,255781
5250,2300,0
4400,4350,1397
2900,1600,57895
3650,2350,80816
3150,4850,0
3500,3450,0
3850,2600,142074
5050,3150,302813
5250,3950,35896
4500,3900,146735
5800,1650,5260
4750,1600,884477
4900,2700,170393
2850,2150,62356
5550,1900,6
3300,3800,0
4150,3050,587463
4550,4350,1514
4450,4900,456
4450,3750,109036
4050,2750,218068
3350,3150,0
4000,4150,42870
3650,3450,0
1850,1500,5149
4450,3350,80617
4600,1600,121743
5500,2100,82730
4050,2200,284
5100,3950,1673
4650,3900,103852
5950,1650,68796
3350,4000,0
4450,2650,76957
4450,2400,317380
3750,1850,36165
3250,2150,51830
3600,4050,0
1700,1050,224294
5200,4250,88164
3250,3700,2
2850,2200,92870
4550,5050,35208
5400,1750,51483
3900,2250,1264702
4000,3050,1677236
4450,3800,123134
5500,2050,84020
4450,2250,233176
4500,2750,433769
4550,4100,7711
6350,1650,1030
2900,2300,42068
5100,2300,0
5550,1500,37044
3700,2850,1396459
4800,5000,375
4300,2400,513423
3700,2600,60164
4950,1950,458400
5550,1750,60818
5800,1700,26977
3450,3800,0
4750,1850,7604
3450,2650,193753
5200,4000,37363
4800,5250,22350
3500,2100,244042
4300,2250,169000
4300,2650,113988
5100,2150,0
4850,3300,245469
3500,2350,54328
5100,2550,11150
4850,3550,15099
5100,3700,134607
4950,5400,1248
4400,4100,43632
3400,3250,0
5500,2750,48460
5150,3750,53032
3400,1750,619277
4300,3800,79097
5650,1650,30946
5000,4850,20928
3650,2500,56989
3950,2800,59512
3600,2000,42717
3100,1450,86450
4900,5150,27
3550,2150,20983
4150,2400,379730
4800,3200,263306
5200,3600,431918
4600,2950,454494
5350,2500,211396
4600,3350,566066
4800,1700,195888
5350,4000,705
4100,3950,2754
4900,4750,1313
4750,2250,422
3750,2950,161656
5100,3250,230576
5100,4350,17058
4050,2900,611423
5700,2600,311864
5500,1650,2632
4300,4200,42798
5600,2250,153318
4750,3350,182816
3950,3200,1999998
4600,4450,4330
3400,2150,25635
4450,3100,1044087
4850,2600,124844
4250,4350,2604
4650,2750,224239
5200,2500,101566
5300,3100,5970
4450,4200,2710
5700,1500,76181
5150,2650,191917
2750,2000,92819
5000,3750,29408
1050,2500,115
5250,3250,5196
4750,4450,42743
4750,2950,209781
3100,4800,0
4250,3250,423070
5150,3050,513985
5050,2900,249868
2900,3400,1789
3050,4950,0
4300,3100,232737
3200,2050,25548
3800,2800,179757
4800,4550,127495
5250,4350,9136
4650,1650,58726
3550,1750,48593
900,2750,951
2750,4900,0
5650,2750,183781
5300,4450,7511
4950,2800,147462
3000,3500,14604
4650,4300,37111
1200,2500,50777
3600,3100,0
5150,4850,13196
4400,3250,108980
4700,1500,84543
4100,3250,389143
4950,4300,53896
4950,4550,69822
3600,3350,0
3550,3250,0
4100,3000,494096
5200,4700,1170
3150,3500,114741
4250,3000,367324
4050,3150,1204416
3450,3100,0
3750,3100,416879
5850,2600,640
5550,2600,70542
2900,1850,28706
4800,2800,618329
2850,5050,0
3000,2400,142228
4500,1650,102652
5100,1900,1281
4400,2850,327203
4150,2650,939293
4550,4800,8
4450,4450,9047
4500,4300,2700
4600,3100,321664
4550,3250,2585079
4750,2000,117915
4850,5050,1366
5150,3500,121304
3600,2250,191872
4200,2500,1490647
5900,1600,10713
5450,1550,9579
5350,2750,149826
3550,3950,0
4600,2700,66764
3350,3600,0
4250,4100,6798
5200,3850,60504
3200,1650,56071
4200,2050,119191
5400,2600,262302
4750,3100,378720
5150,2400,0
4800,2350,2239
2900,4750,0
4300,4450,255570
4350,2500,184056
3750,2700,75872
4200,3600,105587
5100,4100,181258
4900,1850,18934
5000,3500,53024
4700,5050,23
3350,2050,18858
5700,1750,4586
5750,2250,12924
4250,1900,100298
5050,4250,75501
3400,3950,0
4800,3450,140114
3600,2950,463088
4950,2350,0
3550,2850,137726
5050,5100,2
4350,3600,37769
4600,3800,62865
3600,2700,475762
4850,1750,366837
5050,4000,7691
4950,3200,1069823
5000,2400,0
4100,4350,139902
2750,2250,254894
6500,1650,430
4950,3450,98607
5000,2650,123005
3950,2350,35875
2800,2350,294960
5600,2000,3367
3350,2750,182235
4800,3900,17
5550,2150,123784
4400,2150,119748
5250,1900,117532
3400,2850,241489
4400,3950,17291
5850,1500,1219
4050,4000,116019
4550,2150,60304
2950,2100,13407
3750,2250,374387
4050,4250,35415
4800,2100,36211
4000,2400,25400
4600,2000,247704
4550,3700,39804
3400,2600,28935
5400,2150,128460
4550,3950,22819
4000,2650,299618
2950,2350,25836
4100,4100,18942
3800,2350,99403
5350,2050,91922
5350,3850,17809
4600,2250,286071
5000,4400,10538
3100,1850,168037
4750,4150,12603
4800,4800,1443
2950,3400,66561
3050,2300,28994
4100,2350,319299
4700,2900,200050
3650,2950,656063
4200,3050,569061
3300,2100,30381
5600,1500,20305
3850,3200,60
3400,4000,0
4200,4250,249
4900,3250,161435
5550,2050,14181
3750,2500,429154
3300,3300,0
4800,2550,226925
4650,3450,83647
5500,1950,3171
4750,3000,214511
5000,3200,192709
5000,2150,4726
4900,4450,99507
3050,3500,200212
3200,4950,0
5450,2400,150878
5000,3350,172189
5350,1700,25243
4200,3100,236565
750,950,123439
3800,1900,1420
5350,1850,62625
4550,1600,184719
3050,3450,99609
3900,2750,35889
5100,4050,19937
5450,2550,174368
4100,2400,1751371
4700,2850,88995
3650,2800,115510
3900,2800,64251
3900,2600,201389
3200,3600,2277
3100,1700,183711
4750,4000,1072391
4200,4300,3924
2850,4900,0
3100,1900,19815
4550,2800,320727
4650,3300,213199
4800,4750,10537
4550,2600,89531
3050,2250,45821
6400,1600,278833
4200,4100,591
4100,3400,10370
4750,5200,3963
1600,1000,8768
4650,4700,2103
3650,1800,10989
3300,3100,0
4700,1700,2920
4900,4300,63801
4700,1900,53803
4000,2700,102071
2950,2200,14186
3200,4800,0
4900,4500,16940
4650,4500,1833
5350,3900,14283
5500,1800,169712
2750,1800,52887
5000,5400,435
4550,3800,32799
4800,2400,4
4050,4150,260880
5600,2500,370082
4800,2600,181447
4900,3100,171986
5600,2700,209722
4900,3300,274561
5000,4200,108070
2850,4850,0
3300,2300,375570
5000,4600,34351
4550,1350,6056
4200,3250,248649
4650,2050,110630
5350,2700,460230
3650,2750,190874
4100,2550,196660
4700,2700,136212
3200,3550,92226
4800,3400,156488
4800,3800,13728
3050,2100,50472
4300,4000,260100
4000,2900,782544
4700,3850,32827
5100,4250,131548
4900,4100,466
2750,1750,19403
4750,3200,262893
5500,1750,3572018
4650,2500,117933
4900,4250,40705
3800,1850,64623
3050,2050,76110
5100,5300,0
3900,2550,362493
3200,1600,275772
4650,2450,226087
4650,2100,269688
4200,3300,1093027
4800,4950,1149
5450,2350,117218
4750,3150,206255
3900,2950,154828
4800,3550,4086
5450,2750,46569
4100,2600,469756
4550,1400,404
5600,1450,77702
5100,5250,717
2950,3550,3
2850,1850,121777
5550,2100,125925
5350,1650,44801
5000,3150,158930
3300,2250,135574
5600,2850,35670
5000,2200,480
5000,4150,17515
5350,2650,146738
5600,2450,164321
5000,4550,11544
5100,4300,16934
2950,4950,0
3400,2000,21367
2850,2450,25154
4550,4750,397
3750,2850,8454486
4100,3150,3108017
4550,2750,316903
4050,4200,7509
4750,5150,291
3850,3150,286348
3150,2200,202601
4000,2850,434212
5700,2550,77549
4650,4850,60
3300,3650,0
3750,2450,42813
4650,3050,386883
900,900,11315
5250,1950,34822
4000,2450,131636
5700,2150,631
2950,2150,16853
3300,3250,0
4650,4450,15396
4900,2250,29982
4550,3750,72646
4800,1750,19702
4100,2750,443614
5000,4000,2301
5550,2450,194271
4300,3000,234768
4650,3850,25083
4750,4550,8530
5600,2300,56174
3900,2350,203604
5450,1750,84370
3200,3350,81705
4850,4100,9321
3550,2900,277661
2850,1900,201977
4050,3200,721454
4750,3400,92843
4450,3850,173015
5450,2800,73570
4650,2700,45463
3300,3700,0
4700,3700,57702
3000,1950,26738
4700,1450,39287
4850,5300,735
5450,2150,77265
3400,3200,0
3200,1800,14973
4200,3450,16484
4750,4600,1836
3150,5000,0
4850,5250,3264
5450,2000,52827
5000,4800,2681
4300,4150,15927
3900,2200,73581
4900,5100,0
3650,2600,60636
4650,3700,31785
4800,3150,160954
3150,3350,147621
5400,1900,151153
4700,2450,37053
4650,3100,276795
3800,2650,85813
3800,2850,257595
5500,2600,457400
3100,4850,0
4300,3150,409406
5500,2800,184407
4650,4900,16
4550,2200,110545
4900,2300,0
3000,1800,49113
4650,4100,60567
5650,2150,49409
4450,1500,5655
5000,5000,6596
6350,1550,4907
4900,4900,3792
5000,5200,152
1250,2300,5490
4100,4400,3825
5100,2050,0
3200,2200,15950
3050,1650,117374
3200,2000,152868
4550,3400,131493
3750,3300,0
5550,1450,72559
3150,2150,51258
3150,2350,151441
4450,2700,298148
4750,2400,9707
5550,2650,78635
5250,2750,120654
3100,1650,561664
3700,1800,50317
4900,5300,288
4750,4750,601
4450,4850,9654
4550,4400,9754
3150,4800,0
2650,1850,36090
