x,y,pop
3735,2825,936
4825,2875,1580
3455,2450,3910
4775,2775,9565
3800,2710,122
2775,2260,3836
4960,4425,50
5000,4520,1138
4430,2800,2585
5165,3480,621
4695,2880,521
4860,3305,2676
4980,2510,752
4085,4215,0
3775,3005,1855
5225,3210,1683
5340,2215,8
5710,1460,38
3960,3215,8182
5110,3120,2406
5240,3660,276
4825,3095,693
4140,4310,342
3700,2580,264
4255,3290,1119
4885,3365,3187
5790,2460,7
5185,2800,0
5390,2745,1023
4785,2685,1857
2980,2395,10
5250,3645,342
3875,2830,288
2675,1775,159
4035,3165,1479
4595,4045,299
5515,2610,1358
5275,3820,191
5160,2625,0
3015,1730,0
5125,3715,317
4215,1895,13
5290,1930,85
4745,3165,170
3900,3055,17061
4785,2360,96
5620,2865,1827
3840,2750,1923
5480,2415,4
4725,3270,119
4025,3255,3550
5150,2640,223
5125,2640,8
4885,3255,1058
4290,3275,2749
5010,2550,3
5135,4615,20
5230,2650,429
3810,3025,1574
4645,3260,1659
4225,2985,39503
4250,2985,14228
5200,3035,816
3550,2470,321
4370,2295,2716
3955,2840,3129
3585,2520,524
3735,2715,863
3815,2750,450
3520,2965,525
3975,2735,33
4280,3290,384
2775,2370,1278
4555,2240,6
3950,2315,8398
3940,2685,1881
5720,2555,321
5320,3670,29
4495,3040,790
4975,4275,1115
5215,3660,213
4875,3345,854
5250,3210,828
4815,3075,8012
4055,2790,33375
4395,2580,1135
3890,3060,7170
3500,2185,87
3635,2810,173
6385,1615,317
3920,2680,291
3935,3215,92245
3010,2115,6875
5570,2360,612
4105,3185,3704
3430,1945,54
4850,3095,1043
3470,2430,61
5275,1805,0
4370,4510,486
4670,3815,907
2955,2395,32
5240,2670,807
4345,2295,2808
4940,5330,0
3525,2360,580
4290,2365,70
4765,2790,1219
4600,3200,909
5610,1640,3115
4570,3800,146
3510,2980,207
4990,3520,139
5100,4455,55
5025,2710,5
4635,2170,1529
3925,2315,7705
3735,2740,25
4190,1795,91
4600,2090,353
2775,2345,798
4380,4185,14448
4570,2690,737
4760,2410,2
2825,1995,0
5305,3140,552
3720,2555,201
4635,4595,0
4875,3235,2159
3720,2115,2641
4815,3185,1448
3560,2345,380
4700,4205,9
5380,3830,147
5205,2650,1362
4305,2480,6110
3090,3470,523
5050,4355,191
5325,1905,1823
5310,2690,0
5700,2550,2439
4910,2605,217
3010,2005,0
5380,1845,463
3825,2770,772
3990,2860,1814
4650,3810,72
4670,2595,4
4465,3645,10227
5800,2480,10445
5155,4570,25
3975,2845,823
5040,3265,1827
5340,3675,433
3940,2575,2221
4255,2380,206
4520,2080,43704
4090,2775,1631
5080,4880,11
4315,3455,1560
4700,3095,4
5430,2270,7078
5185,2575,12971
4240,4405,69
3470,2865,1453
4355,3385,1609
2900,1705,1079
4840,3075,1129
4080,2790,1268
4745,1955,7741
4825,1965,631
4050,3145,48892
4165,3235,2781
4770,3500,6298
5085,4515,51
4010,3215,6573
4710,3230,588
4065,2340,67
5585,2290,370
5275,1915,167
4850,3430,225
4990,4255,1050
4185,2355,1695
3525,2470,1812
3460,2880,894
3190,2135,203
5440,2255,102
4130,3185,466
5390,1860,92
5115,4610,16
4775,2340,353
4495,2485,69635
5280,4390,62
4650,5050,0
4155,3360,4140
3230,1770,116
4340,2465,1379
5595,2275,29726
3455,2415,205
3355,2175,4133
4320,4335,735
5225,2735,2358
4620,4635,21
5010,3435,37
4240,1895,1
3200,2155,116
6455,1640,2004
3170,3480,499
5290,2035,1225
3835,2645,144
3495,2265,4904
3940,3240,107769
3340,2245,940
5560,2890,324
4415,4025,57
5025,4355,174
5350,1905,904
5275,4705,6
5285,1825,445
4165,3345,1593
4865,3360,1611
3980,2840,785
5165,4445,77
5490,2430,1788
3030,3390,463
5010,4425,2
4925,4875,188
4085,3305,1766
4710,3340,422
3445,2430,31
4555,3125,1702
4785,3350,1032
4945,3290,807
4190,3345,1125
3990,3045,1394
4670,2930,947
3000,2130,361
3345,1970,0
5685,1650,1692
5040,3375,1255
4480,3110,4110
4325,3005,9969
5265,1930,0
4255,3600,363
3150,1760,7193
3800,2595,1315
5405,2270,277211
4215,4405,339
4980,4190,91
3190,3485,395
4280,3600,932
2830,1990,0
2710,1795,29
4835,3855,101
4495,3475,8572
3480,2415,4
2940,2030,1082
4560,1680,3183
4340,3455,3960
3040,1730,5343
4570,3105,8094
4685,2085,3711
4025,3145,1342
4530,2065,15038
5075,4965,0
4315,2465,803
3965,2860,13210
4645,2595,74
3710,2130,151
5650,2370,441
4390,2200,5031
4610,4210,0
3510,2510,405
5240,1755,0
4785,2795,45427
4970,3290,1167
3390,1865,0
5190,4445,125
3125,1760,571
3370,1860,394
5580,2785,1058
4200,2600,0
3895,2805,1804
5220,4650,0
4355,2620,173
4060,2835,19640
4760,4725,4
3860,2645,1386
4480,2555,9378
3420,1960,161
5480,2880,7521
4840,3185,459
4545,2225,2853
4395,2470,18695
4240,2450,4235
5465,2430,221
4040,2940,7531
4950,3335,431
4840,3850,102
4330,3000,4068
5315,3675,15
3205,1770,441
3760,2740,105
5000,2535,3008
4265,2365,306
3435,2880,1317
2965,1650,20099
4930,3440,1360
4510,3720,1150
4345,4510,0
4965,4255,10
3550,2360,944
4190,3235,6606
4745,3500,908
4105,3960,9
4625,3585,204
3585,2630,639
4545,2690,1806
4835,2505,4
4535,3120,1303
3750,2385,620
5935,1665,527
4660,2170,87
3455,2010,115
5035,4600,138
4570,5010,0
4790,2790,24972
5355,3830,217
4000,2785,177
3800,2485,7005
3615,2855,191
4905,4870,7
5195,4225,43
4985,2585,904
5290,4685,9
4140,3980,102
3040,3605,145
4860,2540,364
5750,2530,0
5195,3085,2120
4940,2550,664
4665,2550,1717
2755,2145,8856
5070,3040,4846
5235,3945,44
5345,4415,1309
5420,1925,0
4090,3250,38242
2990,1650,2463
3735,3045,140
3050,3475,496
4815,3850,231
4310,3820,134
4570,4535,7
5210,4790,5
3740,2515,286
5280,3705,44
4350,4080,2391
3240,1980,0
2715,1855,7
2825,2325,426
4970,3090,1901
4365,3405,1572
5555,1470,34
5580,1470,209
5110,3870,0
4475,4155,15
4985,2615,8059
3765,2800,1586
4435,3865,12111
4665,2660,107
4285,3675,2242
5615,2820,3322
4595,2200,219
5415,2255,1752
5415,2455,167963
5130,3630,658
4210,1900,10
5535,2810,821
5195,3115,914
5075,2895,1450
5030,2750,298
5480,1970,60
4625,3035,1884
3750,2495,929
4675,3320,68
5155,2825,0
4375,4495,12
3715,2515,324
4065,3250,3474
4000,2675,782
5535,2890,8747
3445,2865,3117
3720,2865,5450
4915,4420,358
4205,3340,397
4285,3705,11650
3210,2015,201
4725,3940,79
5045,3040,8984
4660,2135,1843
4880,2270,0
4080,2590,7953
5700,2355,0
4420,4020,0
4690,2550,1347
3730,1855,14660
5060,3490,110
4420,2150,1677
4790,4780,8
5395,2250,1240
3795,2320,29
4920,5105,0
5255,4475,306
4695,4320,39
4710,2865,636
3525,2905,427
5260,3945,48
4135,3160,51664
4835,2540,885
5175,2555,1320
5265,4375,5
5510,2635,0
4160,2520,6
5265,4685,77
5430,1795,529
4340,4560,48
3680,2475,396
4590,2890,1509
5015,3410,496
5465,2630,1913
5025,4390,26
4720,3215,336
4895,2475,228
4325,4110,819
4800,3225,1106
5470,2205,11
4985,2695,3951
5220,4340,0
4630,3855,35
4200,2910,12298
3490,1995,42
3695,2660,1577
3775,2670,139
4690,2660,176
5050,3620,10
5045,4150,52
4685,3190,527
4305,3000,1543
5240,4100,254
4525,2265,133
5670,1690,1739
5220,2470,0
4295,3225,3697
3760,3045,384
3500,2330,554
3670,2605,527
3095,3410,729
5075,2785,1807
5350,2785,370
5610,2405,657
4765,4030,14624
4270,4070,0
5180,3935,186
4245,1835,38
5290,3575,0
5085,2645,6196
4100,3245,39862
4675,3210,16
4915,2550,353
3220,1900,2331
5650,1490,1695
4505,3805,60
4120,3005,3445
4570,2225,1347
3650,2405,266
5175,4465,25
4065,3140,14620
4230,2980,6141
4930,4870,160
4905,2250,293
4880,4140,116
4835,4960,0
5370,2545,301
4550,3375,422
5150,4630,32
4400,3930,294
4940,4420,208
4630,3385,750
4120,2870,644
3230,2880,84
5705,2330,78
4910,4445,179
4105,2420,20316
4200,2800,4651
5420,2695,346
4420,2390,4256
3705,1855,4331
4630,3305,573
4735,4055,23
4710,3315,9042
3735,1830,47
4440,4220,42
3645,2605,276
4260,3400,2645
4685,4770,23
4855,4690,63
5440,2145,20
3120,1785,2650
3620,2070,2162
5410,1715,0
4600,1645,1387
5200,2900,2041
4360,4290,36
5450,2005,2079
4035,2280,1377
5475,1730,228
5025,2510,9525
4530,3805,3798
5120,2970,2763
3965,2390,73
3965,2280,372
4815,3410,1066
3785,3020,1240
4845,5150,222
4660,4595,2
4900,2275,90
5160,3150,2364
5250,2735,3293
5370,2075,166
5785,2465,19
4645,4145,627
3240,2085,8
3990,2390,761
4215,3640,214
5105,3630,98
4940,2000,23042
4060,2280,3177
4435,3425,390
3585,2295,397
4475,2285,450
4650,3035,1208
4235,3400,614
2915,2435,17
3200,1795,46
5350,2235,22
4855,4610,151
4395,2275,13829
5305,3655,44
5330,1705,594
4325,4080,12
2740,1855,1249
3575,2890,634
5185,4015,0
4785,4540,40
4000,2235,10056
5050,2710,588
3025,3475,761
4775,4680,45
4270,4380,66
4475,2205,1648
4855,2270,557
4985,4565,126
4005,2760,496
4525,3375,471
3320,2820,10593
5125,4630,5
5135,3260,719
4605,3385,1142
3400,2830,1423
4295,2775,1807
3990,2280,285
4520,2635,30
5310,4010,212
5395,2720,1671
4900,4895,0
4605,3305,395
5310,2580,766
4760,4055,21686
5415,2145,0
4700,3765,102
4375,2705,6687
5005,2750,137322
2945,2410,100
4790,4030,77
5225,3645,707
4245,4070,9
4090,3140,18357
4880,2740,1080
5440,2455,486
5170,4360,26
4885,4795,119
3205,2215,82
3790,2800,416
4930,4205,0
4515,3165,836
4460,3425,2225
4460,3315,110
5215,3745,404
5155,3465,225
4175,2925,701
3655,2475,1175
5345,2075,44
5135,3150,4941
3145,1960,265
4565,2890,104
4545,2665,8
3160,2075,16
4800,4805,2
4205,3890,15987
4930,2250,48
5085,3005,5751
5140,2620,0
3720,2315,185
4840,3410,10297
4100,2915,7714
5425,2005,320
5290,4375,23
5215,4540,501
4855,1745,1680
4670,4145,42
4830,2095,0
4240,3640,114
4330,2480,8584
3185,1695,19040
3090,2040,4159
4550,2265,664
5090,4350,158
4905,5315,9
4095,3955,117
3675,2235,394
4285,2565,1
5195,2980,46
5135,3735,171
5035,3490,465
5010,5305,0
5280,4475,14
4910,2025,4107
4985,4455,70
4335,4290,0
5040,2960,6190
4005,2650,872
3195,3460,1374
5615,2190,129
3725,2840,911
4545,2775,1696
4615,2830,1398
4425,4325,6
3965,2825,61
5185,3990,0
5755,1495,9202
5560,2340,158
4030,2650,260
3605,2205,70
3700,2665,628
4700,4120,350
2970,2410,86
3790,2345,33
5200,4140,94
4520,4815,633
4945,4830,28
4880,2850,2141
4615,2955,669
5710,2570,2000
5265,3920,998
4910,2490,304
4715,3725,104
2805,2095,1669
4875,3380,804
5120,4215,71
5205,3885,337
5065,4350,10
4440,4775,15
4035,4235,6
4225,2740,2880
3880,3040,1737
4025,3290,10484
5435,2655,382
5040,4175,50
5310,3925,41
4290,3475,3264
4030,2760,447
4770,3355,41736
4340,2690,140
4315,2690,865
4300,4250,12
4505,3170,735
5510,2165,0
4125,4185,132
4230,4195,54
2960,1675,7078
4345,3205,2176
4920,3260,769
3595,2195,261
3125,2205,192
3855,3040,13283
3400,2090,142
3335,1680,60
3090,3435,2444
5470,2670,618
2725,2085,3882
5185,3910,133
4265,3275,6011
3665,2685,489
5145,4360,76
5020,3210,154
4865,4715,22
4370,4315,0
5640,2190,0
4640,2830,1866
4475,4625,0
5230,3885,660
4555,3350,229
3630,2645,364
5310,3895,57
4635,3360,1085
4680,3685,296
4060,4235,150
4250,2740,2039
2750,2085,2370
4530,3060,5801
5135,4840,20
5780,1495,554
3720,2310,78
5295,4435,112
5420,2495,728
4920,3150,2022
5085,3000,12999
3655,2350,401
3640,2300,1366
4200,2455,1063
4970,4830,138
3190,1720,139
3185,2250,169
4610,3185,1580
4335,3185,3211
5405,1940,206
4615,2845,89
3075,1780,4
5090,3795,23
4415,3115,497
4605,1620,15
5465,2285,0
3640,2380,764
5215,3435,290
3065,2040,201
5180,3460,1982
5120,4105,75
3360,1680,2411
3715,2980,1205
4295,3690,738
2805,2125,1779
4640,2720,1227
4875,2500,50
5185,3880,2964
3965,2715,32
3205,2130,215
4275,3025,1638
4210,3665,9432
5215,4300,3198
5135,2595,929
4195,3095,4126
4195,3015,5405
4955,2510,38
4785,3435,63
4140,3205,4255
4220,4240,0
5160,3735,121
4530,3170,118
5240,3745,109
5295,2480,5657
4620,2175,8373
3700,2355,284
5375,2490,4479
5000,2775,11225
5120,4185,348
5530,2835,1169
4495,4580,51
5485,2830,1413
5685,2415,770
950,950,6565
3575,2340,231
4795,3530,203
3960,2335,65
5610,2845,2218
4335,3655,804
4805,2095,2
3265,2260,440
5025,2955,0
5355,2290,0
5335,1885,815
5360,1760,0
4265,3165,1637
4475,2755,6786
5535,2340,111
3645,2830,183
4475,2315,168
5170,3255,979
5115,2620,1073
4460,4420,29
4310,3350,5989
5060,3025,2196
3150,1845,6
4230,3340,33536
5130,3285,330
3070,1835,1
5250,3840,23
4035,2365,11
5100,2660,3824
3295,1910,5769
5360,1885,2075
3710,2760,48
4410,4245,39
4270,2940,5372
4900,1820,15779
3605,2645,854
4385,3360,454
5005,2200,101
2700,2010,1264
5085,3200,8459
2845,2280,0
3615,2300,21312
4595,2640,96
4540,5035,12
4855,3505,4022
5130,3205,1129
5075,3450,359
4265,3470,1685
4610,3075,624
3110,2245,91
4065,2585,921
2960,3420,65
4465,3400,287
3270,1735,15
3290,2260,109
3545,2120,0
3820,2990,506
2925,2210,82
3745,2145,2716
3265,2265,2022
5025,4935,1
4825,4635,65
3140,1985,3768
5310,4560,54
5460,2655,31
3985,2510,722
5575,2545,2317
5300,3165,240
5040,3410,260
4390,3405,3134
5130,3175,880
4730,4650,0
3750,2530,628
4955,3085,104
4810,4660,8
4250,2630,228
4245,2945,8143
4945,2960,2571
4440,2820,1683
4640,2845,351
5385,4570,34
4440,3115,2670
3065,3435,2109
4605,3855,979
4195,3010,17225
5200,3665,2265
2870,2280,479
4825,2325,26
3235,3425,1317
5155,3460,12
4850,4745,192
2935,1675,2379
3790,2815,1598
3615,2270,260
2780,2145,2139
4685,4105,5424
4270,2945,1026
5375,2520,792
4360,2890,3884
4360,3185,0
4635,2135,51
5065,3795,54
3280,2045,7
4160,3160,26894
4265,3475,1905
5290,3920,61
4745,3355,103
5310,4450,200
3750,2840,582
4570,2775,93
5255,3705,169
3670,2830,805
5120,2975,397
5200,2905,1189
5180,2825,1429
3695,2435,275
4325,4115,12
4795,2975,872
4440,2930,1091
4520,4505,58
4640,2955,5546
4405,4125,831
4475,4500,0
4595,2950,1304
4675,4090,111
4850,2325,18
3095,2305,121
4520,4070,81
4585,3100,9215
5445,2670,654
4460,3865,98
3640,2270,566
4300,4375,33
4785,3125,949
4720,4095,200
3725,2530,211
4825,4745,25
3465,1995,10
3310,2140,41
3740,2980,3939
4615,2720,2785
4050,3290,2811
3230,2130,1
5050,4390,222
5215,4100,1053
4750,5180,210
3570,2120,432
4860,4960,83
4875,1945,4622
2895,2115,815
5100,2770,0
3985,2590,526
4000,2230,23940
5015,4175,75
5240,4300,32
5020,4605,257
4595,4080,2
3680,2350,783
5325,2785,95
4800,3450,606
4515,5035,0
4880,3505,35500
5210,3215,1670
4255,2960,3279
5175,2780,23
2850,2325,1257
5505,2835,239
4920,2785,102
3135,1865,794
4850,4635,96
5725,2530,3937
4370,2440,1099
5255,1750,845
5490,2285,0
3615,2380,364
4375,4385,0
4780,4565,42
3120,3530,952
4290,3470,358
4175,4360,0
5445,2205,16
5225,3840,11
4725,3740,436
4375,3180,2969
2715,1770,183
5005,2755,91964
4455,3190,651
3490,2660,1035
3995,2800,585
4295,3140,9676
4230,2785,2533
5485,2485,1092
5130,4865,8
5210,4875,18
3475,2210,127
4470,4750,519
3570,2670,1194
5245,3600,188
3435,1920,326
5125,3055,3235
5235,3860,73
2835,2070,2061
5015,4805,99
5360,2440,1390
5440,2450,893
5250,1970,30
2755,2060,977
3685,2885,5747
3960,2885,171
4775,3105,2268
4160,2495,5394
3765,2895,166165
4145,4385,1311
3200,2350,4466
5350,3890,580
3520,2385,37
4100,4350,258
3640,2850,694
4995,3270,2812
4335,2890,1293
4430,4125,603
3945,2515,3205
3255,2045,85
3765,2925,15719
4505,4910,15
5130,3755,194
4945,3065,35887
3820,2440,157
3820,2550,2453
4325,4085,0
3660,2500,792
5545,2915,285
4185,2780,7104
3200,3380,1434
2715,1880,76
2955,1875,20
4890,3055,1734
2995,2165,0
3705,2330,235
5015,4915,55
4340,4535,60
3970,2515,1646
2820,1810,0
5180,3930,78
5280,3620,1317
4915,4975,53
4080,2565,521
4575,2995,900
4485,2965,1848
4810,3000,2127
3175,2035,24885
3450,2035,0
4975,2590,1002
4525,3370,604
5460,2100,2133
4095,2750,1338
5115,4415,31
4970,3065,14332
5175,3230,316
5040,4915,9
4705,3070,2619
4865,3055,1534
4550,2610,713
2870,2090,379
3900,2290,1186
4125,2305,4173
4480,3190,256
4810,4110,528
3830,2460,1572
4500,3085,4303
2950,2210,152
3290,2265,16
4920,5020,17
4260,3495,975
5270,3600,551
2705,1750,7460
5140,4415,7
5150,3055,4269
4490,2180,8496
2860,2070,527
4755,4565,0
3170,1605,1451
3425,2035,87
3160,1865,15203
5270,1730,489
4675,1575,0
5260,1990,658
3520,2495,1663
4055,2565,52
4010,2450,818
5080,3225,844
3610,2325,5641
2780,2060,529
4620,2520,1724
4565,2975,852
4835,3385,713
3935,2885,246
5245,4520,78
4345,2440,1552
5070,3045,2489
4285,3670,5453
5095,3220,496
5120,4845,0
4275,3490,1835
4550,3370,215
5025,4825,23
3030,3420,805
3480,2640,1454
4125,2745,861
4285,3230,5251
4285,3120,4738
3385,2730,176
5410,1630,106
4295,3250,53846
4840,1665,1156
4230,2675,24383
4200,4040,81
5185,3440,420
3980,2535,1537
3635,2150,0
5615,2825,5479
4135,4365,309
4530,4910,123
4755,3375,618
4605,4410,54
3855,2375,312
4325,2870,6951
4855,3035,241
4495,2515,9786
5515,2140,0
4190,3035,2408
4190,2930,9364
3775,2365,514
5460,2210,217
3010,1980,312
4930,2805,3753
5025,2515,0
4715,4200,550
3790,2925,956
5325,4530,26019
5210,3685,54
4900,5370,0
4640,4700,2
3740,2510,198
4910,5000,1
3010,1790,3
3130,2000,3386
5105,3285,2929
4475,2945,3961
5165,3680,7
5745,1930,15488
3900,2480,961
4150,2305,5527
5205,3415,148
5400,2295,17
4910,3130,961
5045,2910,806
5125,2950,1625
5715,1955,413
5010,3190,195
5400,1720,99
2730,1750,3298
4615,4700,4
4390,3160,477
4105,2545,0
4285,4150,0
5260,4155,18
5425,2470,996
4000,2980,1269
4400,2195,635
4580,3350,485
4590,2975,2656
4660,3360,601
5640,1715,1172
3875,2605,292
4335,2420,5395
5235,4500,27
2960,2230,140
4870,1725,438
5090,3245,2937
4880,3035,916
5080,2930,4768
4710,4420,8
5020,2735,70
3380,2205,2
4195,1770,586
5550,2160,788
4465,2180,379
2920,1940,0
4220,2655,535
5640,2825,138398
4400,2825,776
4300,3805,1734
3630,2175,133
3115,1985,735
5730,1665,14
4830,3200,26359
3320,1715,1005
4985,3250,7040
3550,2165,13
5300,4355,6
2730,1860,6
3565,2320,201
5105,3755,114
2890,1845,0
3580,2140,31
3000,1770,510
3115,2190,674
4600,4435,6
3705,2960,1246
4630,1620,4155
5245,1730,619
4170,4385,543
4255,2410,2502
5450,2470,3658
3450,2665,2207
4620,3280,170
4530,3145,454
3730,2960,1223
4120,2995,519
4075,2990,3131
4810,3470,1059
3185,2335,239
2810,1790,1
3730,2330,162
5470,2230,2567
5630,2170,144
4490,3400,361
4205,2785,3944
5105,3175,1063
4705,4650,17
3805,2460,747
5220,3865,97
5220,3235,782
4965,3490,510
5150,3405,339
5230,3415,1786
3475,2840,9011
3465,2660,1043
5525,2715,2833
2745,2040,1832
4475,3310,666
5055,4800,16
4570,3770,48
4675,3445,444
4235,2760,1109
4245,2940,2297
5260,3860,40
4325,4555,117
5235,4155,25
4920,2595,112
4045,2385,32
4165,2930,8040
4690,1995,4285
5245,3410,248
4775,2810,3247
5255,3620,120
2690,1820,336
3800,2790,2493
4280,2410,719
5540,2580,11000
5085,3750,804
3615,2850,474
3105,2000,14
4680,3010,4333
5145,3255,2046
4145,2705,6190
5190,3680,393
4720,3990,207
5110,4635,1
2845,2090,424
4115,3205,6760
5445,2230,966
4410,2405,3966
4020,2740,810
3745,2695,9672
4720,4000,5
4765,4035,27525
4220,2765,1627
3220,2110,66
3545,2670,924
5295,2010,508
5200,4585,835
2830,2125,2979
3895,2560,567
4910,3240,1984
4975,3040,9610
3635,2500,627
5395,2375,986
4895,3030,1600
4905,2805,911
5380,2290,29
4675,3335,2622
2705,1860,5
3590,2320,810
4780,3375,263
3715,2510,245
3660,2150,173
5160,2595,2442
2770,1830,29
5700,2350,927
5220,4345,9
4860,3385,1020
3440,2455,16210
2970,1855,1
5260,4500,57
4615,3950,1263
4350,2870,1385
2785,1915,31
3720,2780,6151
4190,2580,1
4105,3100,59520
3720,3075,75
3460,1920,11
4985,4910,26
3460,2215,76
4600,3325,491
5470,2120,287
4365,3160,3410
4815,2305,500
2785,2120,215
4820,3020,833
4205,2675,43235
5065,3245,3638
4425,2370,11912
4795,4560,126
5410,2475,842
4730,1670,612
4300,3170,2291
4400,4065,996
4220,3130,2674
5080,3690,229
5330,2465,798
4510,2530,4896
4260,2760,571
4615,1640,208
5145,3280,1419
5065,3240,1250
5160,4840,22
4580,3790,90
4780,4010,109
3425,2665,442
5080,4800,51
4180,2720,8910
5575,1780,1088
4690,4345,129
2665,1820,582
4440,2350,318
5450,1900,1077
3795,2870,3875
4845,2830,652
4425,4240,42
3045,2280,489
3525,2160,195
3360,2900,376
4705,3985,72
4305,2915,695
5285,3775,42
4830,2565,1212
4920,2230,309
5190,4245,150
4465,3840,574
3605,2175,197
4830,4985,2
5185,2885,1786
4805,3200,1491
5295,4350,51
4660,2605,288
3770,2695,184
4300,3060,9229
5285,2460,6
4490,3840,2292
4475,3420,486
4990,3490,331
4320,4135,3
5400,2640,5
5145,3170,1288
3690,2685,23
4755,4015,727
5595,2745,306
5080,4910,0
4665,4345,2
5515,2690,14
5165,4245,1422
4780,4015,76
4440,4770,1200
4925,2760,652
2855,2300,1700
4370,3205,2042
4330,2915,9317
5090,3240,998
3730,3095,9395
3020,3405,59
4910,2575,1259
4750,2635,3534
4450,4240,51
3525,2165,37
3795,2875,323
4820,2545,476
4755,4010,411
4615,1615,1688
3200,1700,85
2895,1905,4074
4155,2720,4801
3335,2900,319
3355,2205,7
3435,2215,18
4675,4000,23027
4555,3790,519
4855,2850,25
5150,2950,1960
4690,2110,889
3765,2345,155
4090,4015,123
4530,4250,0
4180,2725,2496
4845,2720,1012
5015,2960,7048
5180,4695,161
4410,2955,1951
4640,1640,2061
5015,3065,2017
3185,3440,575
5170,3280,865
5665,2655,4668
5110,3320,590
5445,2120,89
5110,3430,6848
5605,2170,84
4020,2630,321
5730,2330,1583
2920,2235,200
4130,3100,3494
4710,5185,0
4900,4800,202
5310,2610,384
4355,4060,13098
4395,2270,3468
3195,2355,4791
5715,1870,0
4880,1745,64
4280,3725,571
4635,2605,258
4855,2740,221
4655,3010,9365
5450,1995,250
4715,2615,324
4855,2300,794
5375,2050,2381
4490,3845,4524
3430,2810,958
4700,3015,238
4680,2455,943
4225,3660,379
4210,3110,762
4640,3950,128
5515,2580,5
3605,2090,38
4855,4720,11
4260,2735,6092
4665,1995,29687
2745,1830,11
4540,3355,341
4830,2560,845
4540,3165,1481
4960,2780,525
5315,2015,641
4275,2920,8658
5285,4330,335
3010,2085,412
3550,2160,75
5195,4665,42
4400,2935,8695
5125,3405,7197
3740,1875,482
4295,2585,428
5160,3260,1071
3820,1885,259
3060,2260,42
4720,3965,320
4210,3115,1530
4395,2905,6609
5035,4680,18
2770,2040,1992
5120,4655,5
2880,2305,212
2960,2315,3431
4665,2110,1267
4525,2610,273
5095,3770,222
4515,3355,2589
5690,2655,268
3555,2690,955
4435,3315,416
5055,3225,1323
4170,2705,4095
4870,2720,942
4055,2590,14911
4950,2760,1374
5435,2210,0
3225,1975,141
5210,4320,146
5225,4870,0
4250,3660,558
3020,3400,798
4315,3330,1087
5675,2205,536
5560,2810,3924
3180,2275,40
2700,1805,59
3695,1870,1050
2855,1825,84
5195,4775,5
5210,4325,17
5490,2630,706
4475,3860,374
4725,2635,2647
4095,2560,10818
4300,1930,2
3260,2285,84
3235,2285,103
5790,1785,1100
4890,1840,1916
4190,1825,0
5170,3915,11
3955,2535,2233
4870,2830,901
4985,3060,6902
2880,2300,85
3155,2275,37
3855,2290,229
5435,2100,1358
3425,1900,808
5325,3890,178
4415,2350,1813
5640,2820,17318
4720,1650,0
4945,3090,2889
4650,4265,106
3110,3350,316
4805,2565,1185
3450,2475,0
4610,4180,52
4100,2670,1115
4300,2695,23633
3715,1875,1109
3640,2855,889
5185,2775,230
5030,2755,352
3035,2260,2
4705,1670,3816
3395,1805,4124
3625,2405,595
4275,4130,15
4580,4085,42
4920,4465,44
4400,2190,501
4120,4110,0
5095,4065,150
4995,4475,0
3580,2690,318
4960,3070,5475
4675,3885,14
5070,2910,7
2855,2305,14944
2910,1920,179
5055,3690,26
2935,2315,108
5055,2930,3987
4755,4480,101
5540,2140,0
3250,1975,61
4165,3035,14447
4680,4795,9
4865,1840,1467
4880,2300,277
3465,2745,4998
5765,2265,0
4410,2845,5336
5170,3170,1987
3630,2090,1880
5330,1700,1903
5295,3795,177
4720,4440,1173
4380,4060,306
4490,1530,22
4500,3195,23445
4740,2615,5963
3895,2370,3758
4160,4365,432
5155,4695,13
3515,2145,171
4935,2780,3117
4155,2725,17822
4880,4720,0
3155,1625,6
5425,1900,766
4235,2735,11489
4270,1835,0
3550,2905,1262
4055,2480,916
4655,2455,28
4500,2435,177
3005,3420,143
4465,3845,3380
2680,1800,40
5040,3065,1205
5585,2725,105
5430,2705,3291
5650,2400,748
5110,2765,296
5530,2485,298
4690,2700,1060
3085,2120,0
5370,2395,280
4670,4025,47
3810,2815,1120
3170,1640,1481
4815,2770,1481
5265,4495,51
4685,3230,695
4695,4170,109
4630,3735,74
4025,2840,1240
5210,3560,382
4705,4275,4
4935,3070,748
4070,2570,24
3845,2730,454
4425,3995,7
4240,3520,1197
5115,3100,1227
4830,4085,5
5130,3510,882
4105,2890,22977
785,985,183
4305,3120,2101
5020,5055,11
3165,2170,193
4235,4050,234
5125,4040,19
4575,3980,32
4580,3005,1215
4705,4305,437
5050,4700,29
4145,3030,30721
4460,2785,7068
4790,4660,5
4765,2040,3584
4800,4765,24
5245,2615,95
3850,3105,18214
4150,2500,624
4695,4200,3
4295,4455,48
4655,3910,432
4480,2435,3974
3125,1880,0
3670,2455,2389
4535,3245,1508
4145,3180,5170
4485,2960,1325
5115,3070,1514
4540,2715,5
945,965,772
4255,2965,9692
4640,2495,349
1705,1020,8198
5310,4130,253
4420,4140,0
3235,3420,561
4100,2325,1614
3285,2925,1520
3625,2725,7919
4905,4990,0
3020,1655,57
4970,5280,5
4415,2905,4462
2835,2075,8194
3015,2185,968
5290,3615,93274
4825,4940,2
5385,3810,53
5475,2650,480
3690,3015,1786
4270,4190,12
3665,3015,181
4345,3835,141
3570,2795,1620
5325,2665,675
3545,2795,401
5350,2665,105
5140,3100,1433
5020,2880,50
